--- n = 192 ---
Irreducible polynomial: x^192 + x^7 + x^2 + x + 1
----------
--- ROUND CONSTANTS ---
Round 0:
0x49756ff08a38e29677b0ddfcc7bef736c47319604ae37426
Round 1:
0x5eee9e9cbbcb54a758134c84f0203a409f511a0fb5c7969b
Round 2:
0xc3227397a76c636fcb4c2ecce2683d694384d6893dbd0692
Round 3:
0x228cfc58ab6239259794a61517df3b5a5da49843e7d0c945
--- LINEAR LAYERS ---
Round 0:
matrix:
0xc536a7a0795f52ce,0x1ba7ebf6d0b02c3c,0xe28435a4012a00c5,
0x1d835c9e037493c,0x42b98bde488993ed,0x272b1decdfcb28c8,
0x7e8f9e3802adbba2,0x7c6350fc4426d4d6,0x15e7ece83a501b89,
0x2f43e64717d132a8,0x4f55f8ab676ca79b,0xd436170bddeef937,
0xd5342594ce472ebd,0x234113141ef6d1df,0x45ea322488a9cc43,
0x412857b457e9bb4f,0xb9bd9e0f7972c001,0xcdd3779b4d623b95,
0x9cd95c41d60d2e48,0xedb3e1ca13384569,0xd298c78c6f3ec196,
0x2eee4ee333fd140,0x67d63851b632c4e6,0xd97e4ff276bd4936,
0x4d88f7a4f4d2934,0x32270eda6f5b33f9,0x244079c53b16efb6,
0x8e2178710b444519,0xed33142c8f3ba274,0xbbeaac4d22e1c44b,
0xf56abc9720fa651,0xb16b59c06be7a5de,0xae0fc7720a677c8f,
0x1d83933d9efca53d,0x6807fe68229eefd5,0x510e148698f5ae13,
0x94d0c879c77540e,0x62c0d4f495098652,0xb1bb60235cdd9011,
0xb28ecda1b78e187e,0xe7ee274d770bf60f,0x75552f3bc2c8f909,
0xb4aa05a14f7899e2,0xa795fa622ff914cb,0xa771bb589e00570,
0x2933dad7557b0e07,0xd84adf647f1f0618,0xee501505c5d214f3,
0x100e124f74475793,0x42494c577c4f4c12,0x8282d1fe1c6a72f7,
0xb27fec48fc84c4a6,0xfb1ecbfdd272e75f,0xb4188de1a2f6a44,
0xe15dd263448a5a9f,0xda0a94d57703bc21,0xec093a9e5e6e22a7,
0x6b78d125173866f4,0x37d42ee900d0b6c6,0xd264fef609a6cec2,
0x556aa26d0d80d3c,0x5fa6328458c5648,0xa28c747d9e0c8e0,
0xaa88b69e5f5649f8,0x31940c22ce844df9,0xa2a6ed45b8469d8,
0x3a9207b143f20ca0,0x615391d8cce663fe,0x39b51b795f9a2481,
0xb8ea533bdd9445a7,0x8f877dae33d93341,0x6da2eaf09954363,
0xb6d7e98e6d0c1a63,0x7710d45343347664,0x64769f9e3a5880b9,
0x2cef58c7d6367ac6,0xe905ff51a7a15796,0x1ee4ed75e169358b,
0x83cff311fda9a042,0x78821cb5e491c5b7,0xa9e83d7d7809dda2,
0xc74fc0644372576,0x9cca094eb78be9fb,0x6025e0b2c07d3a6b,
0xd9482fb571deedf8,0x6d5fc98c1466bc46,0x913abad81458a50c,
0x667f99cf25b4af5,0xbdd3127f7f4c3a10,0x9e38e491e6a9fee1,
0x58c99487bc38a69a,0xa3634506dc64f2c7,0x7414709f5a8a61f1,
0x17f235e77d2c73ef,0xa8836f8669eadd33,0xa4ca4982a61b92b7,
0xc2c3871d14c45f3a,0xcd3f2e6175d9c9bd,0xbc865f69663c4755,
0x94c586527541d6f7,0xfbe36ae38e27b469,0xff792e90b80e6250,
0x2a6d352f6c6b48d2,0x53674bf54798916d,0x6d23a5e9687c462b,
0xa1a940e0fc681149,0xf4c71c69984ee2b4,0xc1bf07306c81e1c7,
0xaeac619d3b879acc,0x165ecccd1ea4ea5f,0xb57ab94456ae527d,
0xe15dfb402afeef96,0x7bdc184e62772369,0xf5ed1b7ec865f8b8,
0x109a6a92019d0944,0xaee41cd509c38e3b,0xbc28ea537ba9deb3,
0xf4f18f7981150bdb,0x54512dbc27330a94,0x1c1b1b3e93f3df8d,
0xa5cdba53f3f6e1be,0x6966f94018fe3445,0x7abd1f994fd4a00f,
0x2832b70377b177b3,0xfe2c98f7fe7d9fae,0xb6944c11cfe372a8,
0xffd0c43426416ea5,0xed0dc25946b6c846,0x80555cfc8672f219,
0x255f4ead7ca11dea,0xeb6f025a39fed0e,0x5ca244c779ba369b,
