--- n = 256 ---
Irreducible polynomial: x^256 + x^10 + x^5 + x^2 + 1
----------
--- ROUND CONSTANTS ---
Round 0:
0x20ef5a5809146c582e60f0a53fc0e2cbef166129f070405b422f29ff0039abc5
Round 1:
0x36566de9565ba37ec2d488ccf80d941a51806d6b740fc31da1704daeb02e3084
Round 2:
0x6b9ee9532f0ba2028c4fe5cae51254239cd8900c50de7be836a659b6328a168f
Round 3:
0x23d46ddffb0ee3248c4d420152725dea96950dd7d47227bb30c013e8a76ff3d9
--- LINEAR LAYERS ---
Round 0:
matrix:
0x54c0957ecacdbb9b,0x4119ac0fec1e8d2c,0xb1e9194584dafc64,0x8e46a0859739d839,
0x9f564b6c1c8dd83d,0x56b2030661c432b7,0xeb767fa806101f4f,0xc3f9b62d9a418402,
0x6c7c5e6c522dc969,0xa593b2a3e308c1c1,0xcd098037ca051158,0xf5f150c978c47106,
0xd3f672c3bdd99bd6,0x32970972f56a2059,0x27c0f66d5ae74b59,0x26747e5757edd0af,
0x3c084dd3e120e88a,0x8d79b31dae8871bb,0x16fd05fc0a74e6e0,0xc7c3d3912259b636,
0xfb0b1ec917152432,0x34c44fe781700097,0xe556ca23323bc638,0x7c34cd694072cc28,
0x67c034a5048a7070,0xeef5e9015eb14b46,0x3eafdc1e585c8228,0xcfa8a7d642450aaa,
0xce46800bae0275d1,0x2ec90283537859f2,0x25da84164758a05c,0x9455a6f1880afb14,
0x816a63f22e8837fb,0xa375239b3866eb68,0xdd606ca8c6db1838,0xb105ae6a4157acd7,
0xc277f58b06000222,0x9331ac2199c513,0x2eb73ddb548aed56,0xdfdddf1535fda6fa,
0xdaefe05bb119c720,0x2e76bb356616bee7,0x6a2109156fbc629f,0xc2f06860906fc065,
0x7211ace37961d7b8,0x78a0e874ee0f30b5,0x806cd0a38af7fbae,0xb81cf39ff52455e,
0x8f965a3a2940c318,0x361b342271429360,0x70dfbd91743b3378,0x187c9e0381615402,
0x18170af4963e173c,0xcac03b084c1369bf,0x7387accba491408,0x6927ce00f49a9c85,
0xca08c8c66d8a7e25,0x970b81c8c3610a63,0x11e2a7799bca2767,0x5c8821467eca2344,
0x927a04de9ab0035c,0x9e9db0a80c0d3164,0xbe7369b4427a0988,0x763f3a98fbd6b31,
0xb48d3c8b9664e5af,0xd9e6c9bfac694b56,0x278424a13eba5dcc,0xc0c7daeeb87a9cf,
0xa0b95305887b4bb8,0xef860ba21f43e0f4,0xa14cb60fce1d7583,0x7e3a022cd2e36ca2,
0x1c519c08c817aab7,0xeeb4c5d30ecf6c68,0xd3b83fcf8dcda223,0x2b8f1f5e20eb260a,
0x47b2853885006e60,0x4700db564eb37b76,0xced7030099b7f631,0xb39b81360e10b7c8,
0xc4f9125389ba2b48,0x4af4fa35c537896e,0x6a6d5db79734aa83,0x30b9d7594e40aaac,
0x3e72206983a6b1df,0xadb26ee5a050aea8,0x4514f929a6c262f3,0x7386dc059f9bda6b,
0x9f8c78c204d7a87a,0xeb8e91a1d702caa6,0xc968578cbbf3e297,0xe63904972eaf4f26,
0x47c7decd1c847e77,0x556677978d3c48c5,0x3c4c19e398963183,0x60da98622d852d16,
0x990f8bf3e86c98f,0xd7c64d447795f786,0xa2cb8e12fd9916b8,0x59fa9a34b12b0766,
0x450c75027e48bdef,0x201c3da3b665abe,0x2148601a8c16d61e,0x62d17bdb59da1fd8,
0xf5dc8790ec70b64d,0x6208191b80c8d8d4,0x2d2f73de74099c36,0xcb3796d4064977d1,
0xb7bee94c60a8489d,0x174e0b92bb4895ce,0x794be47e86028430,0xaf15194262d3e617,
0x9f77a9335f809fa3,0xbf483bfc5d7a1aba,0x162ade2835ca002e,0x6edbdbf26d3a7835,
0x67400b18971ff9fc,0xcb271c33f79c8ff4,0x352cf0ca0d77df9f,0x3bbacc8c17fdb3f7,
0x3041c57114402127,0x935467f480c2e43f,0xc0c5466d681ed8cb,0x2eca8daa5313bb86,
0xc374bde47a0837fc,0x80b3a0d7ee39947c,0xdd5f7c601938f5b9,0x5841cc832aabfeec,
0xd612af8475ddef3e,0xbf93d45ce093139a,0x1fe31c374262ce1a,0x4b822674eb84d87a,
0xc153845aaae1b52f,0x71e0f95de141eb71,0xf6d0976c260e7df4,0x6b14ede1770a9729,
0xed0a54bfc091e2c9,0xec4d033b4b4c073c,0x347749a94b24a8b4,0xcd8dc5f48ac60fd0,
0x443d9c146bc788ac,0xde102a55bf8cde22,0x51df760f800a6a9,0xdfd816eb9559d744,
0x31b52c965c74b91f,0x285bb4e75c2fb6c6,0xfaef3d853c64e888,0x773629dcf2ee4d8a,
0x35fc73b2e606b56a,0xdf62d0b65ea13040,0xfd04fa365464f1e9,0x660a015e62b4f7fc,
0x23107d2fb4c1a599,0xefa063c6e83d8b9,0x438faa140053e550,0x3b0afe686be244d5,
0x79c9990bc3744622,0xa9dec89d77173e46,0xce5e7c56f5bea4ec,0x1c5e2275d3661478,
0x8f156c3097e0d548,0x6c21ebef756a9fda,0xa44fad7b32a2162,0x3710f30ad3a7e365,
0x1238652f23346908,0x3cb150be3af94cfb,0xb016d428c2b6a6be,0xaad127b05adf4e60,
0xe4df0ee8ed9dd89e,0x9ae468190092aaa9,0xa02e67c787a4754a,0x3a0df00eac926551,
0xc146351761265e57,0xbaa01703b8963a25,0xd754f14f4e4294aa,0xe4e78f62468bb453,
0x8f5c1edc2ec7af5b,0x94eb7f2bc778961e,0x6c44627e066fb6bc,0xed115422095f43a4,
0x529884c781c56a73,0x29d0c3248a2bd618,0x778b216ebd9145b8,0xd9bfc519596c2a1e,
0x738313203f8af88a,0x3c2cba39f8450d13,0xf29c5198abf11b9e,0x70e8d1ea0aa6ec84,
0xfd443a25084a49f3,0xaaceceaedc1fda03,0x688e2d29d54c6eef,0x801cb0cdcbcbc7ee,
0x39b8a871c8a624e5,0x3d5cd11e56f57adf,0xc95972f818f1a419,0x6b56d431a90ffb13,
0x45e851665d156af9,0x16a622b85625c05d,0x6ba2dabdd22d3dc0,0xbfa5c32816e7d8c2,
0x69cab1af654d9e3c,0xacc2bcdb06bf2d7b,0x7947761ff599b818,0xeefff6ef1bf9a1da,
0xb8aea9a6ac8d4e64,0x5f6ae2aad3a3a5a7,0x6e94734ef1aef927,0x4b48fef077ea84ac,
0x4215205f5c9c3c9f,0x4c0cc5ff16b819aa,0x1bb0b11ff127d06f,0xbdec3067b06dd0db,
0x91a29f2de57d8f0c,0x20a9dccc0841c635,0x64c44f85865ef198,0xfcee6ad73c423a9b,
0xe00f6f56178b7be9,0x788b75c1d3a1097d,0x70b266da5606f259,0x9faf9b8b80cbb3ce,
0xae54a9525a3d046f,0x5d30f8cf9fde44d4,0x712377487e3aaa4a,0x8594dc45a7d3f6ff,
0xa498dd65bc371a7b,0x5049cc243abcfd1e,0xa956c8a79b06c50d,0xacec79b53bf8dd9f,
